HOUSE SEAT,PRIORITY VALUE,STATE,STATE SEAT,Vf,Sf,SKEW|D,SKEW|R,THRESHOLD,PARTY,GAP
436,709063,NC,14,0.509320,0.307692,0.142857,0.214286,0.100000,DEM,20
437,708459,MO,9,0.433408,0.250000,0.111111,0.222222,0.125000,DEM,19
438,706337,NY,28,0.685521,0.777778,0.107143,0.071429,0.100000,DEM,19
439,705164,NJ,13,0.556437,0.500000,0.000000,0.076923,0.100000,DEM,18
440,703158,MT,2,0.445126,0.000000,0.000000,0.500000,1.000000,DEM,18
441,702692,LA,7,0.354574,0.166667,0.000000,0.142857,0.166667,DEM,17
442,702656,OR,6,0.582443,0.800000,0.333333,0.166667,0.200000,DEM,17
443,701443,OH,17,0.479712,0.250000,0.176471,0.235294,0.100000,DEM,16
444,699595,VA,12,0.490396,0.272727,0.166667,0.250000,0.100000,DEM,16
445,698012,CA,54,0.589966,0.716981,0.129630,0.111111,0.100000,DEM,15
446,695626,IL,19,0.554113,0.666667,0.105263,0.052632,0.100000,DEM,15
447,692350,TX,37,0.423813,0.333333,0.081081,0.108108,0.100000,DEM,14
448,691447,MA,10,0.673499,1.000000,0.300000,0.200000,0.111111,DEM,14
449,688625,PA,19,0.507583,0.277778,0.210526,0.263158,0.100000,DEM,13
450,687414,FL,28,0.470459,0.370370,0.071429,0.107143,0.100000,DEM,13
451,687370,OK,6,0.323805,0.000000,0.166667,0.333333,0.200000,DEM,12
452,685327,IN,10,0.458063,0.222222,0.200000,0.300000,0.111111,DEM,12
453,685203,CA,55,0.589966,0.722222,0.145455,0.127273,0.100000,DEM,11
454,683967,MI,15,0.527315,0.357143,0.133333,0.200000,0.100000,DEM,11
455,682848,IA,5,0.515305,0.500000,0.000000,0.200000,0.250000,DEM,10
456,682350,MD,9,0.654604,0.875000,0.222222,0.111111,0.125000,DEM,10
457,681545,NY,29,0.685521,0.785714,0.103448,0.068966,0.100000,DEM,9
458,675958,AZ,10,0.458095,0.555556,0.100000,0.000000,0.111111,DEM,9
459,674157,CO,8,0.498644,0.428571,0.000000,0.125000,0.142857,DEM,8
460,673884,TX,38,0.423813,0.351351,0.052632,0.078947,0.100000,DEM,8
461,672856,CA,56,0.589966,0.727273,0.142857,0.125000,0.100000,DEM,7
462,672029,TN,10,0.389976,0.222222,0.100000,0.200000,0.111111,DEM,7
463,671543,WI,9,0.507555,0.375000,0.111111,0.222222,0.125000,DEM,6
464,671313,KY,7,0.399891,0.166667,0.142857,0.285714,0.166667,DEM,6
465,671266,GA,15,0.450309,0.357143,0.066667,0.133333,0.100000,DEM,5
466,665955,MS,5,0.421175,0.250000,0.000000,0.200000,0.250000,DEM,5
467,663287,FL,29,0.470459,0.392857,0.068966,0.103448,0.100000,DEM,4
468,661327,OH,18,0.479712,0.294118,0.166667,0.222222,0.100000,DEM,4
469,660946,CA,57,0.589966,0.732143,0.140351,0.122807,0.100000,DEM,3
470,660102,NC,15,0.509320,0.357143,0.133333,0.200000,0.100000,DEM,3
471,659929,IL,20,0.554113,0.684211,0.150000,0.100000,0.100000,DEM,3
472,658435,NY,30,0.685521,0.793103,0.100000,0.066667,0.100000,DEM,2
473,656378,TX,39,0.423813,0.368421,0.051282,0.076923,0.100000,DEM,2
474,654325,AR,5,0.376302,0.000000,0.200000,0.400000,0.250000,DEM,1
475,653913,CT,6,0.643209,1.000000,0.333333,0.166667,0.200000,DEM,1
476,653287,PA,20,0.507583,0.315789,0.150000,0.200000,0.100000,DEM,0
