XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.365118,1,0.222261,686140.285714,8,2,0.115118,600372.750000
AK,1,0.445620,0,0.445620,721523.000000,1,0,0.445620,721523.000000
AZ,9,0.446445,4,0.002001,712522.222222,10,5,0.053555,641270.000000
AR,4,0.385534,0,0.385534,731557.250000,5,1,0.185534,585245.800000
CA,53,0.564408,39,0.171441,704565.830189,60,39,0.085592,622366.483333
CO,7,0.483533,3,0.054962,720704.285714,8,4,0.016467,630616.250000
CT,5,0.592890,5,0.407110,716325.600000,6,5,0.240443,596938.000000
DE,1,0.617144,1,0.382856,900877.000000,2,2,0.382856,450438.500000
FL,27,0.443091,10,0.072721,700028.629630,31,14,0.008522,609702.354839
GA,14,0.434272,4,0.148557,694826.142857,16,6,0.059272,607972.875000
HI,2,0.662196,2,0.337804,683431.000000,2,2,0.337804,683431.000000
ID,2,0.367869,0,0.367869,786749.500000,3,1,0.034535,524499.666667
IL,18,0.514235,10,0.041321,714687.777778,21,12,0.057194,612589.523810
IN,9,0.388967,2,0.166745,722398.000000,11,4,0.025330,591052.909091
IA,4,0.460782,1,0.210782,763446.750000,5,2,0.060782,610757.400000
KS,4,0.365523,0,0.365523,715953.250000,5,1,0.165523,572762.600000
KY,6,0.364186,1,0.197519,725101.000000,7,2,0.078471,621515.142857
LA,6,0.348676,1,0.182010,758993.666667,7,2,0.062962,650566.000000
ME,2,0.572351,1,0.072351,666537.000000,2,1,0.072351,666537.000000
MD,8,0.581379,7,0.293621,723741.125000,9,7,0.196399,643325.444444
MA,9,0.662413,9,0.337587,728849.333333,11,9,0.155769,596331.272727
MI,14,0.508755,5,0.151612,707973.285714,16,7,0.071255,619476.625000
MN,8,0.519013,5,0.105987,664359.875000,9,5,0.036543,590542.111111
MS,4,0.389664,1,0.139664,744560.000000,5,2,0.010336,595648.000000
MO,8,0.379915,2,0.129915,751434.750000,10,4,0.020085,601147.800000
MT,1,0.421743,0,0.421743,994416.000000,2,1,0.078257,497208.000000
NE,3,0.352122,1,0.018789,610608.333333,3,1,0.018789,610608.333333
NV,4,0.408087,1,0.158087,677358.000000,4,1,0.158087,677358.000000
NH,2,0.515724,1,0.015724,660722.500000,2,1,0.015724,660722.500000
NJ,12,0.510301,6,0.010301,733958.416667,14,8,0.061128,629107.214286
NM,3,0.529975,2,0.136692,689091.000000,3,2,0.136692,689091.000000
NY,27,0.575192,18,0.091474,719298.333333,31,20,0.069969,626485.645161
NC,13,0.456030,3,0.225261,735829.307692,15,5,0.122697,637718.733333
ND,1,0.409269,0,0.409269,675905.000000,1,0,0.409269,675905.000000
OH,16,0.412085,4,0.162085,723030.937500,19,7,0.043664,608868.157895
OK,5,0.280543,0,0.280543,752976.400000,6,1,0.113876,627480.333333
OR,5,0.571720,4,0.228280,769721.200000,6,4,0.094946,641434.333333
PA,18,0.444977,5,0.167199,707494.722222,21,8,0.064024,606424.047619
RI,2,0.611023,2,0.388977,527623.500000,2,2,0.388977,527623.500000
SC,7,0.396013,1,0.253156,663710.714286,8,2,0.146013,580746.875000
SD,1,0.334704,0,0.334704,819761.000000,1,0,0.334704,819761.000000
TN,9,0.369722,2,0.147500,708381.222222,10,3,0.069722,637543.100000
TX,36,0.405278,11,0.099722,701900.500000,41,16,0.015034,616302.878049
UT,4,0.343279,0,0.343279,692691.250000,5,1,0.143279,554153.000000
VT,1,0.674846,1,0.325154,630337.000000,1,1,0.325154,630337.000000
VA,11,0.452277,3,0.179549,730703.272727,13,5,0.067661,618287.384615
WA,10,0.531381,6,0.068619,675336.900000,11,6,0.014074,613942.636364
WV,3,0.429064,0,0.429064,619938.333333,3,0,0.429064,619938.333333
WI,8,0.472012,3,0.097012,712278.750000,9,4,0.027568,633136.666667
WY,1,0.250615,0,0.250615,568300.000000,1,0,0.250615,568300.000000
