HOUSE SEAT,PRIORITY VALUE,STATE,STATE SEAT,Vf,Sf,SKEW|D,SKEW|R,THRESHOLD,PARTY,GAP,SLACK
436,645684,UT,4,0.358231,0.333333,0.141769,0.108231,0.333333,REP,13,24
437,644329,NY,30,0.613942,0.724138,0.119392,0.086058,0.100000,REP,13,25
438,643276,TX,33,0.366313,0.281250,0.063282,0.093585,0.100000,DEM,13,24
439,642646,MI,16,0.458455,0.400000,0.020955,0.083455,0.100000,DEM,12,24
440,642025,IN,10,0.411263,0.333333,0.011263,0.111263,0.111111,DEM,12,23
441,640155,MT,2,0.359058,0.000000,0.140942,0.359058,1.000000,DEM,11,23
442,638109,IL,20,0.521730,0.421053,0.071730,0.121730,0.100000,DEM,11,22
443,637934,MS,5,0.452934,0.250000,0.052934,0.252934,0.250000,DEM,10,22
444,634248,CA,54,0.557295,0.641509,0.090853,0.072335,0.100000,REP,11,22
445,633003,WI,9,0.446050,0.375000,0.001605,0.112716,0.125000,DEM,10,22
446,631491,OK,6,0.344634,0.200000,0.011301,0.177968,0.200000,DEM,10,21
447,631011,PA,20,0.472843,0.368421,0.072843,0.122843,0.100000,DEM,9,21
448,628705,FL,26,0.404719,0.240000,0.135488,0.173949,0.100000,DEM,9,20
449,625963,OR,6,0.527461,0.800000,0.305872,0.139206,0.200000,REP,9,21
450,625540,MD,9,0.620848,0.750000,0.156929,0.045818,0.125000,REP,10,21
451,624841,KY,7,0.374860,0.333333,0.053711,0.089146,0.166667,DEM,9,21
452,624455,NJ,14,0.492652,0.538462,0.078777,0.007348,0.100000,REP,9,21
453,624069,TX,34,0.366313,0.303030,0.042783,0.072195,0.100000,DEM,9,21
454,623198,NY,31,0.613942,0.700000,0.095736,0.063478,0.100000,REP,9,21
455,622830,WA,10,0.512173,0.555556,0.087827,0.012173,0.111111,REP,10,22
456,622610,CA,55,0.557295,0.629630,0.079069,0.060887,0.100000,REP,10,22
457,622493,CT,6,0.580962,1.000000,0.419038,0.252371,0.200000,REP,11,23
458,621080,SC,7,0.416125,0.166667,0.130410,0.273267,0.166667,DEM,10,22
459,618037,VA,12,0.447421,0.272727,0.114088,0.197421,0.100000,DEM,10,22
460,615065,OH,19,0.439692,0.277778,0.123902,0.176534,0.100000,DEM,9,21
461,611391,CA,56,0.557295,0.618182,0.067705,0.049848,0.100000,REP,10,22
462,608341,GA,14,0.433566,0.384615,0.004995,0.076423,0.100000,DEM,9,21
463,606963,IL,21,0.521730,0.450000,0.045540,0.093159,0.100000,DEM,9,21
464,605980,MA,11,0.608259,1.000000,0.391741,0.300832,0.100000,REP,9,21
465,605977,TX,35,0.366313,0.323529,0.023455,0.052027,0.100000,DEM,9,21
466,605835,AZ,9,0.441491,0.375000,0.002953,0.108158,0.125000,DEM,8,20
467,604971,FL,27,0.404719,0.269231,0.108422,0.145459,0.100000,DEM,8,20
468,603661,MI,17,0.458455,0.437500,0.012134,0.046690,0.100000,DEM,7,19
469,603408,NY,32,0.613942,0.677419,0.073558,0.042308,0.100000,REP,8,20
470,602357,KS,5,0.342401,0.000000,0.142401,0.342401,0.250000,DEM,7,19
471,600837,TN,10,0.361837,0.222222,0.061837,0.161837,0.111111,DEM,6,19
472,600569,CA,57,0.557295,0.607143,0.056740,0.039196,0.100000,REP,7,19
473,600211,PA,21,0.472843,0.400000,0.044271,0.091890,0.100000,DEM,6,19
474,599207,AR,5,0.422055,0.250000,0.022055,0.222055,0.250000,DEM,6,18
475,598701,LA,8,0.342610,0.142857,0.092610,0.217610,0.142857,DEM,5,18
476,598016,NC,14,0.455344,0.538462,0.116084,0.044656,0.100000,REP,6,18
477,596144,AL,8,0.407840,0.142857,0.157840,0.282840,0.142857,DEM,5,18
478,590952,MO,10,0.413485,0.333333,0.013485,0.113485,0.111111,DEM,5,17
479,590123,CA,58,0.557295,0.596491,0.046153,0.028912,0.100000,REP,5,18
480,588903,TX,36,0.366313,0.342857,0.005202,0.032979,0.100000,DEM,5,17
481,584838,NY,33,0.613942,0.656250,0.052725,0.022422,0.100000,REP,5,18
482,583502,OH,20,0.439692,0.315789,0.089692,0.139692,0.100000,DEM,5,17
483,582965,FL,28,0.404719,0.296296,0.083290,0.119004,0.100000,DEM,4,17
484,581336,NJ,15,0.492652,0.500000,0.040682,0.025985,0.100000,REP,5,17
485,580733,IN,11,0.411263,0.400000,0.043282,0.047627,0.100000,DEM,4,17
486,580496,MN,9,0.507929,0.500000,0.047626,0.063485,0.125000,DEM,4,16
487,580035,CA,59,0.557295,0.586207,0.035925,0.018976,0.100000,REP,4,17
488,578717,IL,22,0.521730,0.476190,0.021730,0.067185,0.100000,DEM,3,16
489,577937,NV,4,0.470724,0.333333,0.029276,0.220724,0.333333,DEM,3,16
490,576199,CO,8,0.475331,0.428571,0.024669,0.100331,0.142857,DEM,2,15
