XX,n,v/t,s,SKEW,POWER,n',s',SKEW',POWER'
AL,7,0.391464,1,0.248607,686140.285714,7,1,0.248607,686140.285714
AK,1,0.466937,0,0.466937,721523.000000,1,0,0.466937,721523.000000
AZ,9,0.507527,5,0.048028,712522.222222,9,5,0.048028,712522.222222
AR,4,0.360027,0,0.360027,731557.250000,4,0,0.360027,731557.250000
CA,53,0.639639,46,0.228285,704565.830189,55,46,0.196724,678945.254545
CO,7,0.554363,4,0.017066,720704.285714,7,4,0.017066,720704.285714
CT,5,0.612083,5,0.387917,716325.600000,5,5,0.387917,716325.600000
DE,1,0.644540,1,0.355460,900877.000000,1,1,0.355460,900877.000000
FL,27,0.468485,13,0.012996,700028.629630,28,13,0.004200,675027.607143
GA,14,0.474301,5,0.117158,694826.142857,14,5,0.117158,694826.142857
HI,2,0.767239,2,0.232761,683431.000000,2,2,0.232761,683431.000000
ID,2,0.360341,0,0.360341,786749.500000,2,0,0.360341,786749.500000
IL,18,0.611158,13,0.111064,714687.777778,19,13,0.073052,677072.631579
IN,9,0.444870,2,0.222648,722398.000000,10,3,0.144870,650158.200000
IA,4,0.520492,3,0.229508,763446.750000,4,3,0.229508,763446.750000
KS,4,0.451921,1,0.201921,715953.250000,4,1,0.201921,715953.250000
KY,6,0.395908,1,0.229241,725101.000000,6,1,0.229241,725101.000000
LA,6,0.376212,1,0.209545,758993.666667,7,2,0.090497,650566.000000
ME,2,0.578750,2,0.421250,666537.000000,2,2,0.421250,666537.000000
MD,8,0.669242,7,0.205758,723741.125000,8,7,0.205758,723741.125000
MA,9,0.684156,9,0.315844,728849.333333,10,9,0.215844,655964.400000
MI,14,0.532477,7,0.032477,707973.285714,15,7,0.065810,660775.066667
MN,8,0.557973,5,0.067027,664359.875000,8,5,0.067027,664359.875000
MS,4,0.428623,1,0.178623,744560.000000,4,1,0.178623,744560.000000
MO,8,0.435775,2,0.185775,751434.750000,9,3,0.102442,667942.000000
MT,1,0.476143,0,0.476143,994416.000000,2,0,0.476143,497208.000000
NE,3,0.379708,0,0.379708,610608.333333,3,0,0.379708,610608.333333
NV,4,0.527683,3,0.222317,677358.000000,4,3,0.222317,677358.000000
NH,2,0.555563,2,0.444437,660722.500000,2,2,0.444437,660722.500000
NJ,12,0.607701,11,0.308966,733958.416667,13,11,0.238453,677500.076923
NM,3,0.604172,3,0.395828,689091.000000,3,3,0.395828,689091.000000
NY,27,0.651326,21,0.126452,719298.333333,28,21,0.098674,693609.107143
NC,13,0.488968,3,0.258198,735829.307692,14,4,0.203253,683270.071429
ND,1,0.371420,0,0.371420,675905.000000,1,0,0.371420,675905.000000
OH,16,0.476149,4,0.226149,723030.937500,17,5,0.182031,680499.705882
OK,5,0.369679,1,0.169679,752976.400000,6,2,0.036346,627480.333333
OR,5,0.601727,4,0.198273,769721.200000,6,4,0.064940,641434.333333
PA,18,0.540573,9,0.040573,707494.722222,19,9,0.066889,670258.157895
RI,2,0.651360,2,0.348640,527623.500000,2,2,0.348640,527623.500000
SC,7,0.449831,2,0.164116,663710.714286,7,2,0.164116,663710.714286
SD,1,0.373873,0,0.373873,819761.000000,1,0,0.373873,819761.000000
TN,9,0.398122,2,0.175900,708381.222222,9,2,0.175900,708381.222222
TX,36,0.472325,13,0.111214,701900.500000,37,14,0.093947,682930.216216
UT,4,0.377285,1,0.127285,692691.250000,4,1,0.127285,692691.250000
VT,1,0.727273,1,0.272727,630337.000000,1,1,0.272727,630337.000000
VA,11,0.556627,7,0.079737,730703.272727,12,7,0.026706,669811.333333
WA,10,0.633668,7,0.066332,675336.900000,10,7,0.066332,675336.900000
WV,3,0.410289,0,0.410289,619938.333333,3,0,0.410289,619938.333333
WI,8,0.511607,3,0.136607,712278.750000,8,3,0.136607,712278.750000
WY,1,0.318860,0,0.318860,568300.000000,1,0,0.318860,568300.000000
