HOUSE SEAT,PRIORITY VALUE,STATE,STATE SEAT,Vf,Sf,SKEW|D,SKEW|R,THRESHOLD,PARTY,GAP
436,645684,UT,4,0.358231,0.333333,0.141769,0.108231,0.333333,DEM,12
437,644329,NY,30,0.613942,0.724138,0.119392,0.086058,0.100000,DEM,11
438,643276,TX,33,0.366313,0.281250,0.063282,0.093585,0.100000,DEM,11
439,642646,MI,16,0.458455,0.400000,0.020955,0.083455,0.100000,DEM,10
440,642025,IN,10,0.411263,0.333333,0.011263,0.111263,0.111111,DEM,10
441,640155,MT,2,0.359058,0.000000,0.140942,0.359058,1.000000,DEM,9
442,638109,IL,20,0.521730,0.421053,0.071730,0.121730,0.100000,DEM,9
443,637934,MS,5,0.452934,0.250000,0.052934,0.252934,0.250000,DEM,8
444,634248,CA,54,0.557295,0.641509,0.090853,0.072335,0.100000,DEM,8
445,633003,WI,9,0.446050,0.375000,0.001605,0.112716,0.125000,DEM,7
446,631491,OK,6,0.344634,0.200000,0.011301,0.177968,0.200000,DEM,7
447,631011,PA,20,0.472843,0.368421,0.072843,0.122843,0.100000,DEM,6
448,628705,FL,26,0.404719,0.240000,0.135488,0.173949,0.100000,DEM,6
449,625963,OR,6,0.527461,0.800000,0.305872,0.139206,0.200000,DEM,5
450,625540,MD,9,0.620848,0.750000,0.156929,0.045818,0.125000,DEM,5
451,624841,KY,7,0.374860,0.333333,0.053711,0.089146,0.166667,DEM,4
452,624455,NJ,14,0.492652,0.538462,0.078777,0.007348,0.100000,DEM,3
453,624069,TX,34,0.366313,0.303030,0.042783,0.072195,0.100000,DEM,3
454,623198,NY,31,0.613942,0.733333,0.127994,0.095736,0.100000,DEM,2
455,622830,WA,10,0.512173,0.555556,0.087827,0.012173,0.111111,DEM,2
456,622610,CA,55,0.557295,0.648148,0.097250,0.079069,0.100000,DEM,1
457,622493,CT,6,0.580962,1.000000,0.419038,0.252371,0.200000,DEM,1
458,621080,SC,7,0.416125,0.166667,0.130410,0.273267,0.166667,DEM,0
459,618037,VA,12,0.447421,0.272727,0.114088,0.197421,0.100000,REP,1
460,615065,OH,19,0.439692,0.277778,0.123902,0.176534,0.100000,DEM,0
461,611391,CA,56,0.557295,0.654545,0.103419,0.085562,0.100000,REP,1
462,608341,GA,14,0.433566,0.384615,0.004995,0.076423,0.100000,DEM,0
463,606963,IL,21,0.521730,0.450000,0.045540,0.093159,0.100000,REP,1
464,605980,MA,11,0.608259,1.000000,0.391741,0.300832,0.100000,DEM,0
465,605977,TX,35,0.366313,0.323529,0.023455,0.052027,0.100000,REP,1
466,605835,AZ,9,0.441491,0.375000,0.002953,0.108158,0.125000,DEM,0
467,604971,FL,27,0.404719,0.269231,0.108422,0.145459,0.100000,REP,1
468,603661,MI,17,0.458455,0.437500,0.012134,0.046690,0.100000,DEM,0
469,603408,NY,32,0.613942,0.741935,0.136058,0.104808,0.100000,REP,1
470,602357,KS,5,0.342401,0.000000,0.142401,0.342401,0.250000,DEM,0
471,600837,TN,10,0.361837,0.222222,0.061837,0.161837,0.111111,REP,0
472,600569,CA,57,0.557295,0.642857,0.091828,0.074284,0.100000,REP,1
473,600211,PA,21,0.472843,0.400000,0.044271,0.091890,0.100000,DEM,0
474,599207,AR,5,0.422055,0.250000,0.022055,0.222055,0.250000,REP,1
475,598701,LA,8,0.342610,0.142857,0.092610,0.217610,0.142857,DEM,0
476,598016,NC,14,0.455344,0.538462,0.116084,0.044656,0.100000,REP,1
477,596144,AL,8,0.407840,0.142857,0.157840,0.282840,0.142857,DEM,0
478,590952,MO,10,0.413485,0.333333,0.013485,0.113485,0.111111,REP,1
479,590123,CA,58,0.557295,0.631579,0.080636,0.063395,0.100000,DEM,0
480,588903,TX,36,0.366313,0.314286,0.032979,0.060757,0.100000,REP,1
481,584838,NY,33,0.613942,0.718750,0.113331,0.083028,0.100000,DEM,0
482,583502,OH,20,0.439692,0.315789,0.089692,0.139692,0.100000,REP,1
483,582965,FL,28,0.404719,0.259259,0.119004,0.154719,0.100000,DEM,0
484,581336,NJ,15,0.492652,0.571429,0.107348,0.040682,0.100000,REP,1
485,580733,IN,11,0.411263,0.400000,0.043282,0.047627,0.100000,DEM,0
